mid,formula,site_index,cation,anion,cn,q,r0,b,n_shells_in_material,shell_weight,R_1,R_2,R_3,R_4,R_5,R_6
mp-1175376,Li9Co7O16,1,Li,O,6,1,1.88937668393,0.131759721499,9,0.111111111111,2.0089692902,2.06836766187,2.14678400884,2.14821005246,2.16061656765,2.2367237703
mp-1175376,Li9Co7O16,2,Li,O,6,1,1.88937668393,0.131759721499,9,0.111111111111,2.04384383452,2.04598275872,2.1358111061,2.16049135321,2.19976970826,2.24858976486
mp-1175376,Li9Co7O16,3,Li,O,6,1,1.88937668393,0.131759721499,9,0.111111111111,2.02128418866,2.08378572698,2.10122465375,2.15744944925,2.20549833913,2.29853865431
mp-1175376,Li9Co7O16,4,Li,O,6,1,1.88937668393,0.131759721499,9,0.111111111111,2.08738737748,2.10211491522,2.1074516588,2.15200475488,2.19226000505,2.19571462187
mp-1175376,Li9Co7O16,5,Li,O,6,1,1.88937668393,0.131759721499,9,0.111111111111,2.05857025849,2.06873245641,2.07008852641,2.15937082526,2.17036403641,2.17723750083
mp-1175376,Li9Co7O16,6,Li,O,6,1,1.88937668393,0.131759721499,9,0.111111111111,2.03609995787,2.05185988594,2.06731762117,2.10228825412,2.12735944785,2.18461166037
mp-1175376,Li9Co7O16,7,Li,O,6,1,1.88937668393,0.131759721499,9,0.111111111111,2.073817116,2.0916596867,2.14475391842,2.15749738692,2.17082683883,2.29719324094
mp-1175376,Li9Co7O16,8,Li,O,6,1,1.88937668393,0.131759721499,9,0.111111111111,2.04544207181,2.05011866706,2.05577447373,2.10186909395,2.10940653625,2.1256628243
mp-1175381,Li9Co7O16,0,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,1.96669532283,2.07552821369,2.07930431263,2.07979231423,2.08662229195,2.09343387153
mp-1175381,Li9Co7O16,1,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,2.04518991657,2.06353304267,2.0667092036,2.07268722645,2.1295848656,2.14134801733
mp-1175381,Li9Co7O16,2,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,1.96669532283,2.07552821369,2.07930431263,2.07979231423,2.08662229195,2.09343387153
mp-1175381,Li9Co7O16,3,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,2.06318912084,2.06318912084,2.09966113271,2.09966113271,2.115419619,2.115419619
mp-1175381,Li9Co7O16,4,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,1.97242753359,2.0068425171,2.0684347527,2.06895320834,2.08066772916,2.13910356823
mp-1175381,Li9Co7O16,5,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,2.04518991657,2.06353304267,2.0667092036,2.07268722645,2.1295848656,2.14134801733
mp-1175381,Li9Co7O16,6,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,1.97242753359,2.0068425171,2.0684347527,2.06895320834,2.08066772916,2.13910356823
mp-1175381,Li9Co7O16,7,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,2.07644888433,2.07644888433,2.07777007018,2.07777007018,2.07980708878,2.07980708878
mp-1175381,Li9Co7O16,8,Li,O,6,1,1.96596265516,0.0571123420649,9,0.111111111111,2.0212941139,2.0212941139,2.02396947224,2.02396947224,2.02591521481,2.02591521481
mp-1175401,Li9Co7O16,0,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.04840442644,2.06217716676,2.08562151509,2.16024508919,2.16383210734,2.25271089127
mp-1175401,Li9Co7O16,1,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.02972989495,2.10284474776,2.14540061033,2.16495470331,2.2119967098,2.25360698786
mp-1175401,Li9Co7O16,2,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.02505160865,2.09347343291,2.09989673268,2.1049922902,2.11708434203,2.21606069101
mp-1175401,Li9Co7O16,3,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.07822704593,2.08177736761,2.08264277706,2.09985193215,2.16455241854,2.1689325753
mp-1175401,Li9Co7O16,4,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.07822704593,2.08177736761,2.08264277706,2.09985193215,2.16455241854,2.1689325753
mp-1175401,Li9Co7O16,5,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.02505160865,2.09347343291,2.09989673268,2.1049922902,2.11708434203,2.21606069101
mp-1175401,Li9Co7O16,6,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.04840442644,2.06217716676,2.08562151509,2.16024508919,2.16383210734,2.25271089127
mp-1175401,Li9Co7O16,7,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.02972989495,2.10284474776,2.14540061033,2.16495470331,2.2119967098,2.25360698786
mp-1175401,Li9Co7O16,8,Li,O,6,1,2.05268196147,0.0394422423073,9,0.111111111111,2.05339885013,2.05339885013,2.07398581547,2.07398581547,2.09684562287,2.09684562287
mp-1175405,Li9Co7O16,0,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.00387466341,2.0684328841,2.09028768705,2.12023117039,2.19326289089,2.20209245216
mp-1175405,Li9Co7O16,1,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.00387466341,2.0684328841,2.09028768705,2.12023117039,2.19326289089,2.20209245216
mp-1175405,Li9Co7O16,2,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.08933200681,2.10408601173,2.11666387398,2.14569049085,2.15188036786,2.16559706744
mp-1175405,Li9Co7O16,3,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.03980410538,2.05098776654,2.10699099221,2.12471990721,2.13388415264,2.13824847614
mp-1175405,Li9Co7O16,4,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.03980410538,2.05098776654,2.10699099221,2.12471990721,2.13388415264,2.13824847614
mp-1175405,Li9Co7O16,5,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.09938446236,2.11654796895,2.13961776812,2.14135165409,2.14505260012,2.19090580386
mp-1175405,Li9Co7O16,6,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.08933200681,2.10408601173,2.11666387398,2.14569049085,2.15188036786,2.16559706744
mp-1175405,Li9Co7O16,7,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.09938446236,2.11654796895,2.13961776812,2.14135165409,2.14505260012,2.19090580386
mp-1175405,Li9Co7O16,8,Li,O,6,1,2.07800775963,0.0203102266123,9,0.111111111111,2.05884545683,2.05884545683,2.07665007811,2.07665007811,2.08120222349,2.08120222349
mp-1175409,Li9Co7O16,0,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,1.97649804398,1.98003322427,2.07252235887,2.09156388722,2.09945824024,2.10051542185
mp-1175409,Li9Co7O16,1,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,2.00811924109,2.05442005264,2.05895762271,2.06808941279,2.07581572682,2.12472607893
mp-1175409,Li9Co7O16,2,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,2.05227793458,2.06034253856,2.06315940874,2.08130441901,2.12652175516,2.13202764077
mp-1175409,Li9Co7O16,3,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,2.04342773142,2.04967172123,2.06204463388,2.07094575232,2.12414506187,2.13007491059
mp-1175409,Li9Co7O16,4,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,2.05227793458,2.06034253856,2.06315940874,2.08130441901,2.12652175516,2.13202764077
mp-1175409,Li9Co7O16,5,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,2.00811924109,2.05442005264,2.05895762271,2.06808941279,2.07581572682,2.12472607893
mp-1175409,Li9Co7O16,6,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,2.04342773142,2.04967172123,2.06204463388,2.07094575232,2.12414506187,2.13007491059
mp-1175409,Li9Co7O16,7,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,1.97649804398,1.98003322427,2.07252235887,2.09156388722,2.09945824024,2.10051542185
mp-1175409,Li9Co7O16,8,Li,O,6,1,1.7862926145,0.155739789224,9,0.111111111111,1.99839188307,1.99839188307,1.9986628243,1.9986628243,2.02346732395,2.02346732395
mp-1175415,Li9Co7O16,0,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.09911980428,2.10583202887,2.11457560986,2.120792799,2.13794911093,2.15919083107
mp-1175415,Li9Co7O16,1,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.09911980428,2.10583202887,2.11457560986,2.120792799,2.13794911093,2.15919083107
mp-1175415,Li9Co7O16,2,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.09911980428,2.10583202887,2.11457560986,2.120792799,2.13794911093,2.15919083107
mp-1175415,Li9Co7O16,3,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,1.97771123117,2.14004789552,2.14004789552,2.19517134467,2.19517134467,2.21810462449
mp-1175415,Li9Co7O16,4,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.01485848321,2.01485848321,2.1133396527,2.15455299258,2.15455299258,2.24119083977
mp-1175415,Li9Co7O16,5,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.01485848321,2.01485848321,2.1133396527,2.15455299258,2.15455299258,2.24119083977
mp-1175415,Li9Co7O16,6,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.09911980428,2.10583202887,2.11457560986,2.120792799,2.13794911093,2.15919083107
mp-1175415,Li9Co7O16,7,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,1.97771123117,2.14004789552,2.14004789552,2.19517134467,2.19517134467,2.21810462449
mp-1175415,Li9Co7O16,8,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.06420018241,2.06420018241,2.06420018241,2.06420018241,2.08438603383,2.08438603383
mp-1175415,Li9Co7O16,9,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.09911980428,2.10583202887,2.11457560986,2.120792799,2.13794911093,2.15919083107
mp-1175415,Li9Co7O16,10,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.09911980428,2.10583202887,2.11457560986,2.120792799,2.13794911093,2.15919083107
mp-1175415,Li9Co7O16,11,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.09911980428,2.10583202887,2.11457560986,2.120792799,2.13794911093,2.15919083107
mp-1175415,Li9Co7O16,12,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,1.97771123117,2.14004789552,2.14004789552,2.19517134467,2.19517134467,2.21810462449
mp-1175415,Li9Co7O16,13,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.01485848321,2.01485848321,2.1133396527,2.15455299258,2.15455299258,2.24119083977
mp-1175415,Li9Co7O16,14,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.01485848321,2.01485848321,2.1133396527,2.15455299258,2.15455299258,2.24119083977
mp-1175415,Li9Co7O16,15,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.09911980428,2.10583202887,2.11457560986,2.120792799,2.13794911093,2.15919083107
mp-1175415,Li9Co7O16,16,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,1.97771123117,2.14004789552,2.14004789552,2.19517134467,2.19517134467,2.21810462449
mp-1175415,Li9Co7O16,17,Li,O,6,1,2.09125170904,0.0164735980828,18,0.0555555555556,2.06420018241,2.06420018241,2.06420018241,2.06420018241,2.08438603383,2.08438603383
mp-1175418,Li9Co7O16,0,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.0795120057,2.10999045738,2.1154126831,2.1209848227,2.15708353148,2.17763023153
mp-1175418,Li9Co7O16,1,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.0795120057,2.10999045738,2.1154126831,2.1209848227,2.15708353148,2.17763023153
mp-1175418,Li9Co7O16,2,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.0795120057,2.10999045738,2.1154126831,2.1209848227,2.15708353148,2.17763023153
mp-1175418,Li9Co7O16,3,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.01008553618,2.03550092254,2.03550092254,2.11859310387,2.11859310387,2.16335115932
mp-1175418,Li9Co7O16,4,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.01008553618,2.03550092254,2.03550092254,2.11859310387,2.11859310387,2.16335115932
mp-1175418,Li9Co7O16,5,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.10875402734,2.11754732405,2.11754732405,2.1277584787,2.17530082758,2.17530082758
mp-1175418,Li9Co7O16,6,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.10875402734,2.11754732405,2.11754732405,2.1277584787,2.17530082758,2.17530082758
mp-1175418,Li9Co7O16,7,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.0795120057,2.10999045738,2.1154126831,2.1209848227,2.15708353148,2.17763023153
mp-1175418,Li9Co7O16,8,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.02355909537,2.02355909537,2.05234455096,2.05234455096,2.05234455096,2.05234455096
mp-1175418,Li9Co7O16,9,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.0795120057,2.10999045738,2.1154126831,2.1209848227,2.15708353148,2.17763023153
mp-1175418,Li9Co7O16,10,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.0795120057,2.10999045738,2.1154126831,2.1209848227,2.15708353148,2.17763023153
mp-1175418,Li9Co7O16,11,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.0795120057,2.10999045738,2.1154126831,2.1209848227,2.15708353148,2.17763023153
mp-1175418,Li9Co7O16,12,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.01008553618,2.03550092254,2.03550092254,2.11859310387,2.11859310387,2.16335115932
mp-1175418,Li9Co7O16,13,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.01008553618,2.03550092254,2.03550092254,2.11859310387,2.11859310387,2.16335115932
mp-1175418,Li9Co7O16,14,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.10875402734,2.11754732405,2.11754732405,2.1277584787,2.17530082758,2.17530082758
mp-1175418,Li9Co7O16,15,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.10875402734,2.11754732405,2.11754732405,2.1277584787,2.17530082758,2.17530082758
mp-1175418,Li9Co7O16,16,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.0795120057,2.10999045738,2.1154126831,2.1209848227,2.15708353148,2.17763023153
mp-1175418,Li9Co7O16,17,Li,O,6,1,2.08530692249,0.0112507019663,18,0.0555555555556,2.02355909537,2.02355909537,2.05234455096,2.05234455096,2.05234455096,2.05234455096
mp-1175419,Li9Co7O16,0,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,2.00393761012,2.06131606476,2.06420318742,2.06944508827,2.07355914981,2.11278273485
mp-1175419,Li9Co7O16,1,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,2.05621180456,2.06417013199,2.07123232383,2.07459677518,2.12472414317,2.1361464116
mp-1175419,Li9Co7O16,2,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,1.97819986777,1.97941243394,2.06745923726,2.09427656844,2.095350495,2.10435961371
mp-1175419,Li9Co7O16,3,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,2.04425624901,2.0484093119,2.05731758466,2.08017443438,2.12743025517,2.12787620904
mp-1175419,Li9Co7O16,4,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,1.97819986777,1.97941243394,2.06745923726,2.09427656844,2.095350495,2.10435961371
mp-1175419,Li9Co7O16,5,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,2.04425624901,2.0484093119,2.05731758466,2.08017443438,2.12743025517,2.12787620904
mp-1175419,Li9Co7O16,6,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,2.00393761012,2.06131606476,2.06420318742,2.06944508827,2.07355914981,2.11278273485
mp-1175419,Li9Co7O16,7,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,2.05621180456,2.06417013199,2.07123232383,2.07459677518,2.12472414317,2.1361464116
mp-1175419,Li9Co7O16,8,Li,O,6,1,1.79775845915,0.149629999007,9,0.111111111111,1.99721864022,1.99721864022,1.99936402113,1.99936402113,2.02245001766,2.02245001766
mp-1175428,Li9Co7O16,0,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.02919300842,2.07982803509,2.14860597889,2.18391001632,2.19690009996,2.20646450196
mp-1175428,Li9Co7O16,1,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.07680748451,2.09911940439,2.12295376949,2.12785986277,2.14873273229,2.19825587136
mp-1175428,Li9Co7O16,2,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.02919300842,2.07982803509,2.14860597889,2.18391001632,2.19690009996,2.20646450196
mp-1175428,Li9Co7O16,3,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.07788808665,2.08749937471,2.10332302647,2.10680463909,2.13384614909,2.20817078088
mp-1175428,Li9Co7O16,4,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.01470153527,2.08520531183,2.08599409245,2.11419897243,2.22724682033,2.23629437774
mp-1175428,Li9Co7O16,5,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.01470153527,2.08520531183,2.08599409245,2.11419897243,2.22724682033,2.23629437774
mp-1175428,Li9Co7O16,6,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.07788808665,2.08749937471,2.10332302647,2.10680463909,2.13384614909,2.20817078088
mp-1175428,Li9Co7O16,7,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.07680748451,2.09911940439,2.12295376949,2.12785986277,2.14873273229,2.19825587136
mp-1175428,Li9Co7O16,8,Li,O,6,1,2.00346865153,0.0691056380209,9,0.111111111111,2.07794550654,2.07794550654,2.08250614956,2.08250614956,2.08882026,2.08882026
mp-1175469,Li9Co7O16,0,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,1.98905132875,2.06672247674,2.06881193916,2.06911938401,2.08621812086,2.09529520911
mp-1175469,Li9Co7O16,1,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,2.01698319541,2.05397118342,2.06017475931,2.0720318813,2.0861540631,2.12787482862
mp-1175469,Li9Co7O16,2,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,2.00925932088,2.06008418361,2.06320958887,2.0721371907,2.07908765204,2.145648403
mp-1175469,Li9Co7O16,3,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,2.04378293286,2.04729633175,2.063103314,2.08572891951,2.12714944039,2.13348673254
mp-1175469,Li9Co7O16,4,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,2.00925932088,2.06008418361,2.06320958887,2.0721371907,2.07908765204,2.145648403
mp-1175469,Li9Co7O16,5,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,2.04378293286,2.04729633175,2.063103314,2.08572891951,2.12714944039,2.13348673254
mp-1175469,Li9Co7O16,6,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,1.98905132875,2.06672247674,2.06881193916,2.06911938401,2.08621812086,2.09529520911
mp-1175469,Li9Co7O16,7,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,2.01698319541,2.05397118342,2.06017475931,2.0720318813,2.0861540631,2.12787482862
mp-1175469,Li9Co7O16,8,Li,O,6,1,1.86547483868,0.112040728376,9,0.111111111111,2.01706158396,2.01706158396,2.01759231169,2.01759231169,2.01907672144,2.01907672144
mp-1175488,Li9Co7O16,0,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.12919704314,2.14008662868,2.14999819359,2.16519743161,2.17779405516,2.19963468366
mp-1175488,Li9Co7O16,1,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.08324866977,2.08324866977,2.18692679222,2.18692679222,2.26840389739,2.26840389739
mp-1175488,Li9Co7O16,2,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.04504096274,2.04504096274,2.11363014866,2.11363014866,2.1625825018,2.1625825018
mp-1175488,Li9Co7O16,3,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.08324514806,2.09365292856,2.09468031281,2.11297827987,2.16338454712,2.17217322149
mp-1175488,Li9Co7O16,4,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.12919704314,2.14008662868,2.14999819359,2.16519743161,2.17779405516,2.19963468366
mp-1175488,Li9Co7O16,5,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.0668198645,2.0668198645,2.15802509577,2.15802509577,2.18399798971,2.18399798971
mp-1175488,Li9Co7O16,6,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.0526576619,2.0526576619,2.07030771037,2.07030771037,2.19695722722,2.19695722722
mp-1175488,Li9Co7O16,7,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.08324514806,2.09365292856,2.09468031281,2.11297827987,2.16338454712,2.17217322149
mp-1175488,Li9Co7O16,8,Li,O,6,1,2.05476227206,0.0413620447519,9,0.111111111111,2.0619535005,2.0619535005,2.07581898868,2.07581898868,2.09966764087,2.09966764087
mp-1175506,Li9Co7O16,0,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,1.96369761772,1.96369761772,2.08084521479,2.08084521479,2.09434481099,2.09434481099
mp-1175506,Li9Co7O16,1,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,2.06280322403,2.06280322403,2.07918484015,2.07918484015,2.09200257146,2.09200257146
mp-1175506,Li9Co7O16,2,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,2.07269233933,2.07269233933,2.08283629037,2.08283629037,2.08283629037,2.08283629037
mp-1175506,Li9Co7O16,3,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,2.06280322403,2.06280322403,2.07918484015,2.07918484015,2.09200257146,2.09200257146
mp-1175506,Li9Co7O16,4,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,1.96369761772,1.96369761772,2.08084521479,2.08084521479,2.09434481099,2.09434481099
mp-1175506,Li9Co7O16,5,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,2.04638618416,2.04638618416,2.11577515502,2.11577515502,2.12066385677,2.12066385677
mp-1175506,Li9Co7O16,6,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,1.96445308529,1.96445308529,2.11768992098,2.11768992098,2.11768992098,2.11768992098
mp-1175506,Li9Co7O16,7,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,2.04638618416,2.04638618416,2.11577515502,2.11577515502,2.12066385677,2.12066385677
mp-1175506,Li9Co7O16,8,Li,O,6,1,1.91276078792,0.0830180267047,9,0.111111111111,2.02134079147,2.02134079147,2.02134079147,2.02134079147,2.02728543279,2.02728543279
mp-1175571,Li9Co7O16,0,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.00955350862,2.00955350862,2.08583067752,2.1480157948,2.16315556329,2.16315556329
mp-1175571,Li9Co7O16,1,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.09300672209,2.09300672209,2.14086911917,2.17251911033,2.17251911033,2.31673531485
mp-1175571,Li9Co7O16,2,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.09300672209,2.09300672209,2.14086911917,2.17251911033,2.17251911033,2.31673531485
mp-1175571,Li9Co7O16,3,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.00955350862,2.00955350862,2.08583067752,2.1480157948,2.16315556329,2.16315556329
mp-1175571,Li9Co7O16,4,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.01649032856,2.1007949007,2.1007949007,2.14326132444,2.16841452484,2.16841452484
mp-1175571,Li9Co7O16,5,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.03486675673,2.11711855198,2.11711855198,2.13945887674,2.1653666042,2.1653666042
mp-1175571,Li9Co7O16,6,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.03486675673,2.11711855198,2.11711855198,2.13945887674,2.1653666042,2.1653666042
mp-1175571,Li9Co7O16,7,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.01649032856,2.1007949007,2.1007949007,2.14326132444,2.16841452484,2.16841452484
mp-1175571,Li9Co7O16,8,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.07589162959,2.07589162959,2.07589162959,2.07589162959,2.08121229803,2.08121229803
mp-1175571,Li9Co7O16,9,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.00955350862,2.00955350862,2.08583067752,2.1480157948,2.16315556329,2.16315556329
mp-1175571,Li9Co7O16,10,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.09300672209,2.09300672209,2.14086911917,2.17251911033,2.17251911033,2.31673531485
mp-1175571,Li9Co7O16,11,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.09300672209,2.09300672209,2.14086911917,2.17251911033,2.17251911033,2.31673531485
mp-1175571,Li9Co7O16,12,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.00955350862,2.00955350862,2.08583067752,2.1480157948,2.16315556329,2.16315556329
mp-1175571,Li9Co7O16,13,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.01649032856,2.1007949007,2.1007949007,2.14326132444,2.16841452484,2.16841452484
mp-1175571,Li9Co7O16,14,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.03486675673,2.11711855198,2.11711855198,2.13945887674,2.1653666042,2.1653666042
mp-1175571,Li9Co7O16,15,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.03486675673,2.11711855198,2.11711855198,2.13945887674,2.1653666042,2.1653666042
mp-1175571,Li9Co7O16,16,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.01649032856,2.1007949007,2.1007949007,2.14326132444,2.16841452484,2.16841452484
mp-1175571,Li9Co7O16,17,Li,O,6,1,1.97651268615,0.0772721968037,18,0.0555555555556,2.07589162959,2.07589162959,2.07589162959,2.07589162959,2.08121229803,2.08121229803
mp-1175642,Li9Mn2Co5O16,0,Li,O,6,1,1.94580072605,0.104911380654,18,0.0555555555556,2.10002955639,2.13497310689,2.16240239041,2.16277572948,2.17263401283,2.19482595906
mp-1175642,Li9Mn2Co5O16,1,Li,O,6,1,1.94580072605,0.104911380654,18,0.0555555555556,2.08196747811,2.12651843637,2.15175479176,2.16961465088,2.17372953402,2.21939617479
mp-1175642,Li9Mn2Co5O16,2,Li,O,6,1,1.94580072605,0.104911380654,18,0.0555555555556,2.08196747811,2.12651843637,2.15175479176,2.16961465088,2.17372953402,2.21939617479
mp-1175642,Li9Mn2Co5O16,3,Li,O,6,1,1.94580072605,0.104911380654,18,0.0555555555556,2.03994505171,2.12324061789,2.13378004868,2.15648391125,2.16766452648,2.19624517861
mp-1175642,Li9Mn2Co5O16,4,Li,O,6,1,1.94580072605,0.104911380654,18,0.0555555555556,2.04949451624,2.06356916257,2.10682153124,2.12402771503,2.14952383292,2.21570498298
mp-1175642,Li9Mn2Co5O16,5,Li,O,6,1,1.94580072605,0.104911380654,18,0.0555555555556,2.04949451624,2.06356916257,2.10682153124,2.12402771503,2.14952383292,2.21570498298
